"ReviewText","Rating"
"If you only want to read, this is fine. The newer models access the web, have apps, play games, do email and color. This model is only print and only black and white.","4"
"Barnes and Noble hit one out of the park with this ereader! compact, great e-ink infrared touch screen, microsd card slot, two-month battery life, wifi, support for pdf and epub, and best of all, running Android!the STR has already been rooted, and handily runs Android and a host of goodie apps - but even if you don't want to crack your unit, you'll still enjoy a nice ereader and simple-to-use interface:- fast, responsive, and crystal clear screen - even in sunlight- touch right or left sides of screen to page forwards or backwards - OR - use the hardware buttons on the top sides of the frame- use 'shelves' to organize your titles- view titles as icons or in a list- insert bookmarks, notes- look up words instantly with its built-in dictionary- change fonts, font sizes on the fly- purchase titles via wifi or copy from your computer- and much more...no ereader is perfect, but this one comes close; i held off buying one until the market provided lots of choices - and the STR is the one i've been waiting for!btw, if you have an ereader, you should also get the free cross-platform ebook app, calibre - it is an *essential* ereader companion, and can be used to convert DRM-free ebooks to nearly any format for nearly all ereaders, include the new Nook Simple Touch!","5"
"I love reading, and in a lot of cases I found myself leaving a book at home because I didn't want to carry any heavy things. This is great! I put in a small 512MB card and now it holds ~50 books! I gave it 4 stars only because the dictionary function isn't very good. I think it has a literal copy of a dictionary, which means it doesn't explain the word fully but still doesn't allow you to search for the meaning of a work in the translation window...","4"
"I bought this ereader and the Company A Kindle ereader at the same time, so I could compare both together. After about a week I gave the Company A ereader to my nephew and I kept the Nook. I am left handed, so holding things in my left hand feels natural to me. I really like how this can be held in the left hand and still have access to forward and back page turn buttons. Also, I like that it has a touch screen in addition to the physical buttons as well to turn pages. Also, and this was the biggest reason I kept the Nook. It has a more natural feel in the hand to me. My thumb rest comfortably next to the screen will reading. Overall, in my opinion this is a better ereader then the others out there.","5"
"No stars. Be warned, potential B&N customer: if you have a problem with a defective brand-new, just-delivered Nook device, you're likely headed for Customer Service hell. Be prepared to meet with an army of know-nothing, apparently deceptive incompetents. Any merits of B&N's Nook products are offset by the company's Customer Service from hell. Today, trying to resolve the problem of having just received a Nook Simple Touch lemon, I've been lied to, hung up on, and received no help at all. The return call, promised by a supervisor at around six this evening, never came. So, around 4 hours later, I called back and spoke to another supervisor, identifying myself and asking for help. This call was disconnected on B&N's side, and that supervisor never called me back or emailed me to provide service.  I've also been advised that I'll have to wait quite a while for a replacement Nook, though I live in Manhattan and the site promises same-day Manhattan delivery. I'd read reviews on the B&N site and, I believe, on Company A as well, about B&N's horrific so-called Customer Service. I can see now, from experience, that the horror stories are true. So if you buy a Nook from B&N and get a lemon, as can happen with any e-device, you're going to find yourself quite alone with your problem. Whatever the merits of the Kindle, I know from experience that Company A Customer Service lives up to its name. B&N Customer Service is essentially an insult to customers. I don't work for either company. I'm just a customer with a brand-new defective Nook Simple Touch, and I can't get any help from B&N. So if you look at the numbers and see that Kindles far outsell Nooks, B&N's misnamed Customer Service is likely at least part of the reason.","1"
"good reader. uploads books fast. I do not do wifi on this because I have heard bad things about the updates. also has problems if hooked up to a computer will take the shelves away. I have a lot of books so this is a big bad thing for me. But still is good.","4"
"Received this as a gift last Christmas (11 months ago). Manual claims that at a typical rate of reading, one should be able to use it for a month on one charge. My battery already lasts only 2 - 2 1/2 hrs on one charge before the unit won't start due to a low battery level, requiring recharging. This is either a false claim on the part of B & N or else the batteries they use are of exceedingly poor quality. I've used hundreds of rechargeable batteries of various brands and technologies over the years; if this thing suffers from a battery problem, then the batteries in these devices are on par with the cheapest quality / lemon nicad rechargeables I use to encounter 25 years ago. Keep away.","2"
"Personally, I'm a kindle fan. But I got the Nook to try out the ebook loan facilities from libraries. The layout and user interface is not as user friendly as the kindle, as on the kindle, pressing the home button brings us back to the library. On the Nook, the home button opens a menu, then you need to select the options. Also, if you sort the books by &#34;Recent&#34; it does not show the most recently read books in order, but still displays books in order of &#34;recently downloaded&#34;, not a useful function.But on a positive note, the Nook combines the touch facilities and button control (to turn the pages) of both the Kindle Touch & normal kindle. The borrowing of ebook a from public libraries is done on your PC, then imported onto the Nook via Adobe Digital Editions. A bit of a hassle, but a good option which Kindles do not offer. Overall, it's a good companion to Kindle, especially if you wish to borrow library books.","5"
"I need to buy a gift for my mother's birthday and I know she likes to read books while on break at her job. I thought the Nook would be a great gift for her, after reading reviews here on Company A that it can download and read free ebooks from library sites. Our local library offers ebooks so I thought it would be great.After getting the Nook, I learned a number of things:1. The Nook does NOT have a browser. It can only connect to the Barnes and Noble online bookstore.2. You are REQUIRED to have a valid credit card, even to download free content.3. While there is a way to root (hack) the Nook and thus enable a functional browser, it voids the warranty and is way too complicated to follow. I shouldn't have to hack a device to enable such a basic functionality.My mother isn't very computer savvy, and doesn't own a credit card, so I couldn't give her something like this. If it let you connect to library sites and download library books for free, it would be an ideal ereader. In it's current form, it's an overly-complicated money sinkhole. Now I'm out $70 and I still need to buy my mother a birthday present.I don't know why some of these other reviewers claim it can be used to download library ebooks. Claiming that a device has a functionality that it in fact does not have, is a really despicable thing to do.If you don't mind a wireless device owning a copy of your credit card, and throwing money at it to read books, then the Barnes & Noble Nook is right for you. If you are looking for an easy to use Ereader for library ebooks, STAY AWAY!","1"
"I loved my Nook very much, Its very comfortable to use . What I  love about Nook more than kindle , that I could pick any Russian book, magazine  on Internet download on my computer , convert to PD format and download on Nook + I could pick on Nook any size of letters for comfortable reading .. On Kindle you can make bigger size of letters only if you Bought ebook on Kindle store. Other PD format books have so small size of letters , only if you zoom text , which I find uncomfortable  Like I said with Nook no problem. Also touch screen work great too.","5"
"My screen stopped working a week out of warranty.  Apparently, this is a common issue with the Nook Simple Touch.  Customer service told me that Barnes & Noble is aware of this issue but they do not plan to repair or replace anything.  This is not the way to treat customers.  I am canceling all my pre-orders and going to a different ereader.","1"
"I've owned the Nook Simple Touch for about a year now and for the most part I'm happy with it.  The rate it which the words draw on the screen is a little slow sometimes and about once a month it freezes up.  The only thing that unfreezes it is pushing the reset button for about 20 seconds.***Update*** About a month after the warranty expired, the screen froze up permanently.  I haven't been able to figure out anything that will make the touch screen work again and when I called tech support, the only advice they could give me was to do a hard reset which isn't working to unfreeze the screen anymore.  When it worked, I really liked it.  I just wish that it still worked.","3"
"Aside from various problems with this since the beginning, now I have to charge this Nook every time I want to read. It is said to hold a charge for 8 weeks with the wifi off, but even if I only read for 10 minutes, the next day I have to charge it again because the battery is too low. I've tried 3 different chargers to no avail. Instructions say to leave the Nook on when not in use, so I do. It's absolutely maddening when I return home from a stressful day of work and just want to sit on my porch to read for a while to unwind and get some cool air - but no, I have to charge the fricking Nook AGAIN and can't use it outside until it's been charged for a long time - and then have to deal with this frustration the next time I want to read.This Nook is crap and the service by Barnes & Noble and the seller were both zero - no service whatsoever, with each party passing the responsibility onto the other.Also, why is it that although the Nook screen or buttons often have to be pressed very hard to turn a page, when the Nook is closed to carry to my car or somewhere the slightest pressure changes the page or screen so I have to remember or write down what page I left off at???This Nook takes all the joy out of reading.","1"
"Bought this to replace a Sony have had for a couple years and am pleasantly surprised.Arrived on time and works beautifully.Only reason i did not give it a 5 star rating is that, for a basic ereader with WiFi, it should have had a basic browser instead of only connecting to the Nook store.","4"
"I'll be writing this review in stages, as I hit stopping points.Lightweight, nice screen, cute, low-profile buttons around the rim.  Touch screen is about as responsive as my iphone 4s.  Includes cable that has a standard USB a jack that plugs into just about everything: the computer, my hub, and the standard variety of wall worts and car chargers.This device is hard directed for ""easy setup"".  Too hard.  There should be a way to accept the TOU and get to using the device.  Forcing wifi setup and registration is just bad planning.Wifi - This is the stupidest thing about this device.  Once you charge it up, you turn it on, it asks for you to agree to terms, then it goes through wifi setup.  Note, you must HAVE wifi, AND connect to it successfully for the setup process to continue.  At this time, I'm stuck.  I'm in a town with limited wifi options, so it's not like I can just select a local hotspot.  Until i register the device, I have a brick.I have an old Netgear Router 802.11g&b; with wep and wpa protection.  The nook is capable of wpa2 security, but managed the wep and wpa security pretty nicely.  Strange thing was that I could get past the password, but it still would not connect to the internet (I checked the setup with my iPhone and everything worked fine).  Customer service had very few answers and only about 3 steps for me to take to fix the problem.  I tiered up to the supervisor and managed to pry out of her that the Nook runs on an 802.1x EAP network.  Upon googling it, this looks like the same network that causes a lot of android problems.  Next step is to hunt down a public wifi and try again.However: As soon as the thing charged and turned on, it showed up on my desktop and I was able to upload screensavers, books, documents, etc.  The device has a VERY small available memory, (about 250Mb), so text only books can be loaded, but not large PDFs (I bought this to enjoy the Modernist Cuisine series, 300Mb+ PDFs).  I had an old version of Calibre that worked right away.I'll change this review and maybe the two stars rating once I have something more than an expensive SD card reader to play with.UPDATE (after a stop at Denny's)Okay, sure enough, Once in a local restaurant with free wifi, I was able to connect, register and start using my nook.  I made sure I had a couple books on it when I left, so I was able to read a chapter before I paid the check.In good light, this screen is beautiful.  The characters are crisp and clear, it's easy to read, and you can make several screen adjustments including a limited list of fonts, size and margins.  In lower light, the dark grey on light grey screen gets tougher to read than, say, a printed sheet of paper.  Still, in my apt with only a 60 watt light illuminating the room, it's still pretty easy to read.You get two choices on how the side buttons function.  Personally, I like the lower one turning the page forward; because I tend to hold it in the lower corner, cupped in my hand.  However, you can swipe the screen to turn pages, too.The OS on the nook is a little simpler than, say the kindle fire.  And maybe that's why I like it better.  On this device, books are books are books.  They can be epubs, pdfs, purchased or uploaded, they all go the same place, and they all end up in the same list.  Nothing grinds my gears more than having to look 2-3 places for things based on where you bought them, or some other phantom difference established by the designers (or worse, the marketing department - I'm looking at you Kindle).  The down side to this that if you have a large ebook library, you are pretty much stuck using the search function.  There doesn't seem to be a way to organize books any other way. [checking online....] Oh crap, they have this whole ""shelf"" system built in.  Damn, scratch that organizational thing, I'll get back to ya there.Screen Savers.Forget about those fancy things on your PC, the nook's idea of a screen saver is to place a picture on the screen when it sleeps.  The default is a bunch of pictures of famous authors.  nice, you can also choose nature scenes.  But, remember I said that you could upload directly to the nook?  Well, here ya go. Create a folder with the name of your screen saver set, upload some 800x600 pics (jpg/png formats) in portrait mode and Voila! You have your own custom set.  I went to nook.com and downloaded a bunch of Str Trek Geeky stuff at first, but then realized I could just take a few snapshots and convert them to 16 greys myself.  Now I have a folder of a dozen of MY pictures as the screen saver.  Very nice.  Kinda like having an image viewer as well.Calibre.Getting calibre to work with the device once it was working was a complete breeze.  I bought a 16gb micro SD on sale and added it.  The card mounts on the desktop separately, but calibre is all tuned up to read them correctly.  So, when you put stuff on the device, you have the option of loading it in main memory or on the card.  Come to think of it, a series of small cards could be another way to organize as well.  Put your SF collection on this card, classics on that one, etc.  Fun.Oh, also, once I got the registration completed at Denny's I went into settings and disconnected the wifi.  It's been operating in that mode ever since.  So, only that first time is needed.Adding two more stars for all the juicy goodness.  I'll play around with it a while and see if we can get it to 5.  No real serious problems yet.UpdatePDFs - Okay, so pretty much everything else that displays pdfs tries to incorporate the formatting of the document.  This strange little device actually reads the text (easiest way to save formatting = text + format), and produces it in standard format.  It's a little disorienting but it makes for a much more consistent reading experience.Micro SDI think my real problem with this device was getting a huge SD card for this then thinking I had to fill it with a whole library.  Bah!  Granted, those 6 really large PDFs need some room, but I could have fit them all on a 2 Gb card and still had plenty of room to spare.  *sigh*  All that room meant I could have 100s of books on the device.  Think: Tim Taylor "" More Power!"" {grunt grunt}Shelves.  The device keeps track of the shelves internally, so it's not like a document you could edit outside the device and use your computer's search function to organize.  you MUST go through your entire library, no search functions, one book at a time to add to shelves.  Great if you know what you're looking for, but not all sets start with Lord of the Rings 1: ....If you buy this, don't get an external card right away.  the onboard memory can hold a lot of stuff.  Shorter onboard lists mean you have less stress with shelves and such.I won't be exploring the B&N; store for a while (a Long while).  I have a massive library to work through first.  So look elsewhere for those reviews.  I've heard the store is mighty nice though.No ads, easy to use, a joy to read.  This, my final entry sees that last star moving up the device.  Take heed of the speedbumps I've experienced and enjoy this cute little reader.  Now, I just need a case.....  :)ANOTHER UPDATE: Months later and I've read a small library on this thing.  It's a delight.  but I still find myself avoiding PDFs a lot because of the disorientation.  Also: to the 2 people who did NOT find this review helpful - Bite me.  Leave a comment.","5"
"I bought this directly from barns and noble. I get books from the library on my computer and that works good. The battery life is very good and the screen is very responsive. This is better then the kindle because it has expandable memory and accepts all popular formats for eBooks. The one complaint I have is that when you read PDFs you do not get the dictionary features and some of the writing is weirdly spaced. That's not what I bought it for so it does not matter to me. It has survived many months in public high school so it is very durable. I have of course bought it a protective case though. Barns and Noble ebooks are cheaper then regular books by a couple of dollars.","5"
"MORE UPDATES at the bottom of my review!My review includes details of Kindle 3, the newest version! With the time period, I could still return my nook, but I'm still completely in love with it and don't want the kindle for the reasons below.I was one of those people who was averse to the idea of an e-reader for a long time. I liked the feel of a real book, I was in love with free books at the library, why would I start paying for them? Then, my library got ""overdrive"", which is e-books FREE from the library. Then one day soon after, I woke up and the urge for an e-reader was there. The Nook was my final choice. It took a lot of back and forth and research to get to this point. I bought and tried the Sony Touch reader, returned it, and went and got the Nook. I really honestly wanted the Kindle most, because I'm a loyalist. I love Company A and felt really comfortable here if I decided to actually start purchasing books again. But below, I'll give you comparisons to the three big readers and the reasons I got the nook:- Nook(N) by barnes & noble- Kindle 3(K) by Company A.com- Sony Reader Touch(ST)1. My biggest decision maker was Epub. This is the format in which you can take ebooks out of the library, so I needed whatever I got to be Epub friendly.N: The Nook is epub friendly. As well as PDF, and many other formats.K: The Kindle won't use Epub, which was all I needed to know. It mainly uses it's own Company A format,while it also uses PDF, mobi and a few others. It makes me feel like Company A is being greedy, wanting us to only use and buy books from the Company A site. Don't they understand that I love my library?ST: Sony reader is Epub friendly. pretty much the same as the nook.2. PRICE!N: 149 with wifiST: 169 NO WIFIK: 139 with wifi(or 189 with wifi and free 3G)While kindle 3 is 10 dollars cheaper, it doesn't give me those free library books, so it really doesn't make any difference to me.*You can now lend some books from the Nook for 14 days to a friend with their new ""lend me"" technology. While this is in beta stages, and not ALL books are lendable. It depends on the agreement with the publisher. The other two you cannot lend at all.*The Nook has a replaceable, rechargable battery. So it'll last awhile, but when its dwindling, you can spend 30 bucks and put a new one in yourself. For the Kindles, they are sealed inside. People have said you can do it yourself, but you must be tech savvy. Or you can send it away to Company A for about the cost of [...]+shipping charges and they'll replace it for you.*You can expand your memory on the Nook and on the Sony touch. The Kindle you cannot, though the Kindle will hold 3,500 books, don't know if you need more space then that?!*Nook has a fancy color touch screen at the bottom. While the Sony touch has a touch screen(the entire screen), it was slow to respond, very klunky and not very pretty. The kindle is loaded with buttons along the outside of the screen.* all three have a built in dictionary, which I think is just awesome.*The new kindle now meets with the nook on their slim width. People used to say the nook was more comfortable to hold because of the width, now the kindle will be as well.*Yet, the Nook is heavier by about 3 oz then the Kindle or Sony.*The Nook battery life lasts about 10 days with wifi off, the Sony has 14 days, and the new kindle is up to a month with wifi off(3 weeks with it on)This wasn't a big deal to me, and I was more interested in the other features the Nook DID have, like replaceable battery and expandable memory.*And you may be wondering, why did I purchase a Sony Touch, and then scamper back hours later to return it? Well. When I got it out of the box, it wasn't techy enough for me. It felt like a very basic, bare bones E-reader. And I already had in my head all the things you hear about the nook: books more expensive, and for some reason I thought it wasn't epub friendly. But the moment I had that Sony in my hand, I went to look at the nook more indepth online. The Sony online library was nothing in comparison to Kindle's Company A.com or Nook's Barnes & Noble. One of my favorite reads recently was The Hunger Games by Suzanne Collins. It was nowhere to be found on Sony. That gave me a bad taste in my mouth.*In the past people have complained that Barnes & Noble is significantly more expensive then Company A. I did some price comparisons of big titles, and found them most of the time to be exactly the same. I think Barnes & Noble might be trying to keep in line with Company A to draw more readers(Like ME!) into getting the Nook.On the whole, the nook is everything I wanted. I've downloaded some free classics from google books, I've taken out library ebooks and it was REALLY easy! I even bought my first book(well, ebook) in a long time. Despite being a new release, it was under ten bucks. I also bought another book I've been meaning to read for years for under four dollars. The nook is comfortable to hold with one hand. I like the using the touch screen to ""swipe"" and turn pages. And tops on my list, I didn't feel horrificly guilty for buying it. One fifty is a reasonable price for such a fun new book reader.Update Oct '10: A software update is coming in Nov:""dramatically increase page turn speed, customized B&N; Library organization and password protection. It also includes the ability to sync across all NOOK and all devices enabled with our free NOOK apps, by syncing your last page read. If you forget your NOOK at home, use the NOOK app for iPad, iPhone, iPod touch, Android smartphone or PC to pick up where you left off. And, the next time you pick up your NOOK, the Reading Now page will be updated and ready to go.Update Dec '10: The update was a pinch to install, and it has some stellar perks that make the nook even more loveable. The shelving option it a lot of fun for those people who like to organize. You can name a shelf anything you want. The only limit is your Barnes and Noble book will stay in their Barnes folder, while any other books you have will stay in My Documents. The page turn is very fast. I do read across multiple devices, but for most people that will be a great new feature.","5"
"I absolutely love it. While it doesn't have the bells and whistles of the other Ebook Readers, it does exactly what it is meant to do. It allows you to read books. I bought this as gateway into ebook technology and I love it. The unit fits into your hands nicely and is not heavy. The buttons on the side are helpful in turning the pages. It charges fast and the battery lasts a decent amount of time.","5"
"I waited until June 2010 until I bought a nook. So far I am loving it. I love the page turning swipe feature. Those that gave the nook 1 star are the ones who got theirs with the 1.1 firmware. The firmware is now up to 1.4 and the price has dropped to $199.","5"
"UPDATE 6/3/10:  B&N; is offering a $50 gift card with every purchase from June 2 =>.  They will honor purchases up to two weeks prior to the launch of the promotion.  I bought mine 5/22 and my gift card arrives in 10 business days!  Now that's what I call a customer-focused company with excellent customer service.  Another and very important reason why nook beats Kindle.nook review:I did my research on e-readers and thought long and hard about the two main contenders - nook and Kindle.  I chose the nook.  Why?...1) It's design is future-proof (as far as anything is) because the hardware is designed such that software and firmware updates can make it more functional in the future.  Kindle requires new hardware. I just read a new one will be out in August '10, and no, no touch screen!2) Company A (Kindle) is not a dedicated book store whose sole livelihood is books, like B&N; (nook).  Company A has demonstrated this with its wrangling with publishers to the dismay of both the publishers and Company A's customers3) Yes, the nook was rushed out last year but they are now already on V1.3 software, but it works well and has added features and corrected some early flaws.  The page turns are now quicker and very acceptable, especially compared with a real book page turn.  Whoever you are with, they will have some problems and features you do or don't like.  There are supposedly more books via B&N;, but never the books you actually want to read - Kindle has some missing for me as well as B&N.;B&N; will no doubt keep updating its software regularly and Company A make you pay for new Kindles (and risk you not being able to read your e-books on the next version, like V1 to V2)E-book pricing is a little crazy right now as publishers seem to be trying to establish the ""value"" of e-books versus paperback/hardcover.  Some e-books are more expensive and some are changing prices weekly.  It's the same situation with both Kindle and nook from what I can tell.4) The touch screen is a nice feature (future-proofed hardware), but big fingers can hit the wrong selection occasionally.  It is comparable with the iTouch touchscreen performance IMHO.  Navigation is maybe more hassle than the Kindle as a result.  This also makes the nook smaller (no physical keyboard to worry about) and easier to hold, even though it is marginally heavier than the Kindle.5) The nook can be personalized with your own photos for wallpaper and screen-savers (wrong wording as it's just a picture for when the nook is in sleep mode - No burn-in with e-ink screens). You can add more storage in a nook with a micro SD card6) The Kindle battery lasts longer, but the nook is fine with the Wi-Fi turned off - about 10 hours.  The nook battery is user-replaceable and costs just $29, unlike the Kindle7) The nook extended warranty covers ANY accidental breakage/spillage for the full 2 years.8) A B&N; store is always nearby to get help in person and they currently offer a free book per week when you visit the store (in week 2 of 5 right now)9) Using independent free software available on the web (Calibre), I can convert and ""sideload"" documents and news feeds to my nook.  I have sideloaded web pages (originally saved as HTML), word documents and .pdf's, all in .epub format.  This is no doubt possible with Kindle too, but the nook is more than flexible for my needs.  I read USA Today and The BBC news feeds on my nook every day and they include B&W; photos and diagrams which are clearly readable.  Calibre has many more available.10) Using Sigil, again free software, I can modify e-books to add chapters or correct errors and sideload them to my nook.  Again, no doubt a possibility with Kindle, but I am not sure.11)  Nook is just the one size, no Kindle DX equivalent.  For my needs though, the small nook is ""back pocket"" sized (literally fitting in my back pocket) and is small enough to read but carry around.  I need reading glasses without exception to read and so can read at the smallest text size with no problem.12)  I'm not bothered about having a music player and the built-in speakers are not really capable as listening devices (tinny and low volume), but it's there and will no doubt allow for text-to-speech in a future software release, which will be useful.  The sound quality through headphones is good.I've had my nook a week and have read two books and many daily news articles.  It's comfortable to use, it's fun to use and while maybe a luxury we could all do without, I've read a couple free e-books that otherwise, I would never have done - and I have many more downloaded and ready in the wings.  It's actually now a hassle to read through a real paperback or hardcover.  :-)The choice is yours, but my choice was the nook and I think it was a good choice.UPDATE 6/2/10 - .PDF's on the nookI have found that .pdf books, especially with charts and diagrams (ie technical/text books) are problematic to read on the nook.  Interestingly the B&N; store personnel stated that they had never tried to read a .pdf on the nook - maybe just a way to avoid the issue??  However, the Kindle will no doubt have the same issue, unless you use the DX which is larger and so you can read .pdf's natively.If you read a native .pdf on the nook it is the whole page squeezed down to the 5"" screen - impossible to read.  If you use Calibre to convert the .pdf to .epub format, then the end result is variable.  Diagrams get screwed up or disappear and while text can be enlarged with the font size function, even the text formatting may or may not be acceptable.Either way, I have given up trying to read such books on my nook.  :-(I would not recommend the nook to anyone trying to use it for school where .pdf's are the only format available.  The problem is not nook/Kindle, but the way .pdf's are created.  They don't have the necessary information encoded to be able to convert them to other e-reader formats and retain their .pdf look.  If you are going to save any documents for conversion to .epub format, don't use .pdf.  I have found saving as .HTML renders a perfectly acceptable .epub file when converted, including diagrams and charts when archiving web pages, for example.See also my review of the JAVOedge Snake Skin Case for Barnes & Nobles Nook (Flip Style)","4"
"MY WIFE ADORES THIS PRODUCT !!It was our household's first e-reader.There IS a little learning curve at first and expect to need a household pc to talk to it via a usb micro (not MINI) data cable WITH DATA capability (some usb cables are just charge-only) and if you get a used deal on one without a usb micro data+power ability, you are looking at up to $20.00 (unless you get one cheaper taking a risk on a crappier cable).---Only thing is it's hard for someone whose disabled with touching or vision issues to use... though you can increase font size, the rare occasion you have to type something out it's kinda small but that doesn't happen often on the nook itself.----She uses hers mainly to check things out from the Clark County Library District in Las Vegas.  Once we registered with the Library, we installed Adobe Digital Editions which is the digital rights management... that took some doing but once in place, you tell the ADE of the nook you have, authorize it, and then from that point on anytime you want to check out a library book you simply go to their site, check out the electronic version which comes into your computer where the ADE recognizes it and outputs it to your nook.After x amount of days...when the checkout time expires, the file disables itself and you either get another book from the library or re check-in/check-out the same one for another x days.It makes the public library a whole new experience and that's great because, guess what...your tax dollars paid for it !  and the author gets their cut too.....Win-win all around....We've never bought an e-book from barnes and noble yet, and you do have to register the nook with them at first though you don't have to put in a credit card, but that step is probably skippable it's just handy because if you want help from b&n; they'll want you to at least register the product with them..not a big deal and it's one-time during your initial set-up procedures (and that's the one time you need to use the aforementioned little hard to type on 'typewriter' display.Happy Nooking(P.S.  as a bad pun, I told my wife that if The 3 Stooges owned it, it would be a Nook-Nook-Nook... but I was frowned at.  Guess it's funnier if Curley is your favorite stooge.  I digress :)  )","5"
"This is the most fantastic device imaginable. It has traveled to England, Scotland, Turkey, Egypt and Qatar and has even taken a cruise! It has traveled around in a purse, a briefcase and a carryon. It has downloaded books in PDF as well as the e-pub format, from Barnes & Noble as well as other suppliers. It has borrowed and loaned books. It also gets automatic software updates and even accesses the web to check e-mail or the latest news. This is one device that will never disappoint.So easy to read. A big plus is that when you search for a subject on B&N;, once it has exhausted the B&N; offerings (some free!), it goes on to list all the Google Books in the same category. If you make selections of Google books those are downloaded exactly the same as paid selections. I love the way this all happens automatically. You don't have to do anything at all. You can also add audio books, other audio files. The approximately 1,500 book capacity plus the capability of adding more storage is another real plus.","5"
"I bought a Nook during one of my visits to Tampa, more specifically at the Wiregrass Shops. I must admit that I was tremendously excited when I got the device, because of the reviews and also the SD card capability.My joy was short lived. During the 2 weeks that I owned the product I was never able once to open none of my sideloaded pdf's that I have amassed over the years (over 30GB - I am a voracious reader). A long string of calls to Customer Service and the shop itself ensued, after which I decided to take the trip again (I live outside of the USA) to return the device directly to the store.Much to my surprise, they were extremely receptive at the store and also very apologetic for the device's inability to function properly outside the States and also the lack of functionality and propietary issues. I was refunded for all the items (Nook, cover case and screen protector) in no time at all.So, in summary, the Nook gets a ZERO star in my review for paying more attention to the esthetics rather than the functionality of the reader, but B&N; gets a FIVE star rating for their approachability and for their great costumer service!","5"
"So, I bought the nook a few weeks ago when the price cut went into action and was constantly going back and forth with the thoughts of buying this, or buying the kindle.I bought the device with 3G simply because it was only a little more, and I travel a lot and don't have house wi-fi. I remember when I used to scoff at the nook when walking into B&N; and can't believe I ever did that! I love the feel of being able to go into the bookstore, with my nook and feel connected to the actual store. I will admit you have to do your research (read forums, articles etc...) because the nook demo employees, are not going to know everything. Also you MUST read the 'manual' and follow it to a 'T' Don't take the reader out of the box and drain what little battery you have left because you're going to have battery issues (needing it to drain completely a few times and then fully charging it before the battery is at full capacity)A lot of people may think their nook is 'frozen' when actually the battery is drained, and when that happens the screen is set to whatever screen saver, book page etc you were on when it died. There's no 'power-down' it will just stop, and touchscreen will not be active, once you plug it up and charge it a little, it will be good again. Also the constant use of the touchscreen will drain the unit faster (obvious unfortunate fact)There are a lot of books available at the moment (depending what genre you read) especially for teen and sci-fi and fiction (my books), and I was surprised to see all of the 'lend me features' for a good portion of the books I was interested in. Also B&N; really listens to complaints and proves that with upgrades (faster page turning, less freezing etc.)Also even when there was a manufacturing error, they were quick to send out a new improved nook. Overall, I love this device, it's fun, its sleek with a solid feel, and it's open-ended for future updates.It may be for you, it may not. Do your research, read forums and reviews, go into the respective stores and hold and try the device.Pros:Removable/replaceable batteryReally crisp 'paper' and 'words'e-wish list for booksSD card slotAudio/ musicFree coupons, discounts, and food monthly via nooke pub librarygetting books from Sony ADELending featureConsBattery lasts an average of 7-8 daystouchscreen keyboard a bit small (if you're used to iphone/ipod)touchscreen may be over sensitive with accidental touchSmall price differences with kindle books (average of a dollar)","5"
"After what I thought was a thorough research between the Kindle, nook & Sony ereaders, I took the plunge & bought the nook. What appealled to me most were the web browser & ePub use to check out books from the library. However, after fully charging the nook, I took it with me for a weekend at the beach. I didn't bring the the charger because B&N; said battery would last up to 10 days with wireless off. Well, I found out the hard way, with wireless on, it barely a couple hours reading at night & in the afternoon by the beach. Oy, was I frustrated with nothing left to read & another night & afternoon left. Lesson learned: must bring charger everywhere! Lost 1 * for this.I'm not a fan of touch screens, still love my trusty push-button cellphone. So browsing the web was a pain for me, having to navigate around the screen with my finger. Page turning was fine, but I think I've overdone it since my finger began stinging from constant page-turning friction :0)). Scrolling down & up also frustrates me - most of the time I have to swipe several times to get it to move. Not to mention hitting the back button after book downloads - the response time was slow which made me think it didn't sense my touch, so I'd do it again & it goes back all the way to the main menu. Grrr! What a pain as I have to restart the store search & find the page again.B&N; samples are horrible! They give you 7 pages...but it's the cover, copyright, dedication page with only a paragraph of the actual story. Not enough to make me want to buy a book. The closest B&N; is 1 hour drive away so I couldn't take advantage of the cafe freebies or free reading in-store.After I discovered that I cannot organize books into folders, that was the final straw. I read novels with racy titles, my 10 y.o. son wanted to read his classics on the nook but I didn't want to lend it to him because he would see all my books & potentially read them. This is a biggie for me so lost another *.Features I'm happy with: I was able to check-out books from my library & I was able to put my pdf books on the nook. Yey! Unfortunately, my library just got into ebooks & have only a handfull of books so it'll be a while until I can fully take advantage of this feature.Well, these are my personal experiences with which I now realize that I didn't do a thorough reasearch as I first thought, LOL. My fault...but I still like my nook, though I'm no longer in love with it like when I first received it. I've also ordered the latest Kindle so we'll see which one I'll keep - I'm looking forward to the push-button keys on that, LOL.","3"
